message length (char), 200
random seed used, 665
prime one length (bin digits), prime two length (bin digits), modulus - n length (bin Digits, phi(n) length (bin digits), encryption time (seconds), decryption time (seconds)
622, 654, 1275, 1275,0.543215, 0.573577
404, 374, 777, 777,0.138834, 0.128077
623, 527, 1149, 1149,0.444139, 0.376093
666, 433, 1098, 1098,0.439233, 0.288635
607, 634, 1240, 1240,0.500926, 0.525199
495, 417, 911, 911,0.225966, 0.189357
387, 513, 899, 899,0.171629, 0.22689
488, 385, 872, 872,0.206423, 0.162666
622, 545, 1166, 1166,0.45741, 0.399793
377, 433, 809, 809,0.139427, 0.158803
551, 502, 1052, 1052,0.336205, 0.304177
370, 607, 976, 976,0.19363, 0.316192
661, 384, 1044, 1044,0.397154, 0.233588
513, 407, 919, 919,0.238898, 0.189455
620, 589, 1208, 1208,0.486007, 0.460338
404, 534, 937, 937,0.19723, 0.258308
411, 517, 927, 927,0.195598, 0.244026
419, 485, 903, 903,0.18993, 0.217843
484, 494, 977, 977,0.252549, 0.258636
401, 662, 1062, 1062,0.250011, 0.40894
577, 337, 913, 913,0.261941, 0.154006
589, 371, 959, 959,0.294854, 0.186636
556, 586, 1141, 1141,0.396547, 0.413549
364, 460, 823, 823,0.139018, 0.174391
429, 546, 974, 974,0.223124, 0.28113
582, 654, 1235, 1235,0.475699, 0.53943
546, 456, 1001, 1001,0.30017, 0.253052
590, 513, 1102, 1102,0.388461, 0.336621
511, 488, 998, 998,0.282386, 0.268971
384, 465, 848, 848,0.15391, 0.18567
371, 598, 968, 968,0.195952, 0.308718
342, 370, 711, 711,0.0990886, 0.10655
629, 554, 1182, 1182,0.470304, 0.415945
370, 432, 801, 801,0.131347, 0.152704
541, 366, 906, 906,0.245119, 0.166599
397, 512, 908, 908,0.180203, 0.230627
539, 550, 1088, 1088,0.344587, 0.351366
656, 449, 1104, 1104,0.430223, 0.296631
422, 446, 867, 867,0.177199, 0.188509
653, 397, 1049, 1049,0.393391, 0.240509
374, 576, 949, 949,0.186423, 0.286262
536, 572, 1107, 1107,0.358256, 0.382935
419, 473, 891, 891,0.184387, 0.205399
385, 336, 720, 720,0.112631, 0.0975758
546, 539, 1084, 1084,0.346116, 0.34298
385, 418, 802, 802,0.137882, 0.150223
628, 397, 1024, 1024,0.353048, 0.225187
637, 501, 1137, 1137,0.444994, 0.350535
344, 424, 767, 767,0.112979, 0.139202
592, 663, 1254, 1254,0.500924, 0.564609
626, 371, 996, 996,0.342817, 0.207091
348, 557, 904, 904,0.159707, 0.253104
417, 657, 1073, 1073,0.260508, 0.407247
491, 497, 987, 987,0.261323, 0.265224
345, 399, 743, 743,0.109584, 0.12687
429, 373, 801, 801,0.15121, 0.132266
599, 633, 1231, 1231,0.488367, 0.514474
536, 482, 1017, 1017,0.303102, 0.273976
662, 526, 1187, 1187,0.503751, 0.40062
548, 477, 1024, 1024,0.31009, 0.273769
623, 363, 985, 985,0.331233, 0.194721
548, 395, 942, 942,0.266988, 0.193379
560, 387, 946, 946,0.276521, 0.191469
447, 371, 817, 817,0.164253, 0.137994
562, 350, 911, 911,0.253614, 0.159253
661, 627, 1287, 1287,0.590375, 0.562208
461, 373, 833, 833,0.175755, 0.142474
337, 484, 820, 820,0.130312, 0.18507
464, 598, 1061, 1061,0.290267, 0.369457
446, 343, 788, 788,0.155805, 0.121036
558, 476, 1033, 1033,0.328748, 0.278816
556, 410, 965, 965,0.289194, 0.212891
394, 590, 983, 983,0.211132, 0.315384
554, 507, 1060, 1060,0.342736, 0.313287
396, 664, 1059, 1059,0.246198, 0.409766
658, 337, 994, 994,0.358266, 0.187435
462, 365, 826, 826,0.177194, 0.14064
419, 393, 811, 811,0.154619, 0.145267
653, 651, 1303, 1303,0.595056, 0.594521
507, 411, 917, 917,0.237674, 0.193444
390, 542, 931, 931,0.187224, 0.260202
656, 388, 1043, 1043,0.388838, 0.233682
502, 414, 915, 915,0.234081, 0.193944
460, 598, 1057, 1057,0.279024, 0.359199
475, 509, 983, 983,0.253995, 0.272714
529, 370, 898, 898,0.2343, 0.164426
520, 342, 861, 861,0.212948, 0.139989
527, 383, 909, 909,0.240809, 0.176358
466, 386, 851, 851,0.188518, 0.156659
432, 337, 768, 768,0.141429, 0.110843
395, 523, 917, 917,0.184518, 0.242317
623, 548, 1170, 1170,0.460555, 0.404045
589, 380, 968, 968,0.305129, 0.198453
348, 494, 841, 841,0.140669, 0.196077
408, 664, 1071, 1071,0.257014, 0.415693
379, 343, 721, 721,0.111245, 0.100759
533, 651, 1183, 1183,0.402048, 0.498653
661, 642, 1302, 1302,0.602024, 0.582216
387, 342, 728, 728,0.11725, 0.10317
658, 625, 1282, 1282,0.57865, 0.550593
371, 491, 861, 861,0.151904, 0.199886
479, 380, 858, 858,0.195234, 0.158195
606, 469, 1074, 1074,0.38082, 0.295884
507, 556, 1062, 1062,0.317054, 0.346734
492, 426, 917, 917,0.230352, 0.197245
573, 650, 1222, 1222,0.484078, 0.526193
351, 386, 736, 736,0.107484, 0.115951
506, 599, 1104, 1104,0.335403, 0.397192
370, 366, 735, 735,0.112099, 0.111034
529, 518, 1046, 1046,0.317605, 0.30996
426, 610, 1035, 1035,0.24834, 0.357219
422, 554, 975, 975,0.222436, 0.28897
371, 593, 963, 963,0.192746, 0.302403
428, 472, 899, 899,0.19218, 0.212171
429, 487, 915, 915,0.198603, 0.22716
524, 632, 1155, 1155,0.379869, 0.456267
371, 650, 1020, 1020,0.214843, 0.369031
436, 428, 863, 863,0.177975, 0.173781
477, 370, 846, 846,0.190443, 0.148271
429, 658, 1086, 1086,0.27445, 0.420034
381, 639, 1019, 1019,0.217482, 0.36125
537, 390, 926, 926,0.252203, 0.183642
510, 502, 1011, 1011,0.289574, 0.283187
380, 391, 770, 770,0.126125, 0.130726
644, 649, 1292, 1292,0.57571, 0.577877
515, 398, 912, 912,0.238379, 0.183082
391, 511, 901, 901,0.178335, 0.232677
474, 607, 1080, 1080,0.304491, 0.386153
610, 460, 1069, 1069,0.38042, 0.287906
547, 447, 993, 993,0.293409, 0.240292
628, 403, 1030, 1030,0.362716, 0.235363
344, 472, 815, 815,0.128241, 0.174744
513, 475, 987, 987,0.275493, 0.254136
589, 334, 922, 922,0.275216, 0.158019
612, 588, 1199, 1199,0.470894, 0.453743
446, 615, 1060, 1060,0.276393, 0.38011
407, 404, 810, 810,0.149655, 0.149256
374, 493, 866, 866,0.155379, 0.204031
395, 607, 1001, 1001,0.219691, 0.330945
344, 442, 785, 785,0.119281, 0.152277
387, 342, 728, 728,0.117805, 0.103265
495, 485, 979, 979,0.261536, 0.255797
395, 342, 736, 736,0.119391, 0.104459
482, 429, 910, 910,0.218531, 0.197319
407, 611, 1017, 1017,0.232855, 0.34521
339, 381, 719, 719,0.0993168, 0.112648
615, 646, 1260, 1260,0.520098, 0.548663
514, 649, 1162, 1162,0.377778, 0.474684
460, 370, 829, 829,0.176178, 0.140294
562, 340, 901, 901,0.252476, 0.154793
388, 511, 898, 898,0.174523, 0.227808
426, 432, 857, 857,0.172109, 0.176475
539, 388, 926, 926,0.250711, 0.18355
428, 464, 891, 891,0.187516, 0.205019
567, 409, 975, 975,0.294487, 0.214273
340, 484, 823, 823,0.13127, 0.184605
536, 357, 892, 892,0.235288, 0.157984
530, 599, 1128, 1128,0.369003, 0.414214
488, 447, 934, 934,0.23787, 0.217514
527, 613, 1139, 1139,0.375718, 0.432779
530, 533, 1062, 1062,0.328427, 0.330519
397, 554, 950, 950,0.197729, 0.27671
518, 405, 922, 922,0.243553, 0.189749
659, 507, 1165, 1165,0.483753, 0.375822
461, 388, 848, 848,0.182027, 0.155073
619, 475, 1093, 1093,0.401572, 0.309859
531, 383, 913, 913,0.243717, 0.176367
528, 482, 1009, 1009,0.293214, 0.268186
434, 567, 1000, 1000,0.239472, 0.312252
595, 622, 1216, 1216,0.468826, 0.487218
627, 484, 1110, 1110,0.419391, 0.329375
480, 367, 846, 846,0.191626, 0.146597
379, 385, 763, 763,0.123602, 0.124891
438, 335, 772, 772,0.148367, 0.115245
434, 428, 861, 861,0.179494, 0.175572
472, 397, 868, 868,0.19913, 0.167668
464, 454, 917, 917,0.215796, 0.211948
607, 607, 1213, 1213,0.476608, 0.476266
421, 605, 1025, 1025,0.241189, 0.345274
353, 411, 763, 763,0.116552, 0.135855
385, 595, 979, 979,0.203259, 0.313056
466, 434, 899, 899,0.209245, 0.195948
607, 506, 1112, 1112,0.407589, 0.337402
589, 411, 999, 999,0.321752, 0.226362
553, 371, 923, 923,0.260176, 0.175545
421, 432, 852, 852,0.171726, 0.174761
472, 362, 833, 833,0.180037, 0.137945
552, 371, 922, 922,0.25849, 0.17591
654, 358, 1011, 1011,0.367744, 0.202256
617, 421, 1037, 1037,0.360805, 0.246753
511, 558, 1068, 1068,0.318062, 0.348374
470, 482, 951, 951,0.23561, 0.242055
516, 642, 1157, 1157,0.377242, 0.468348
649, 545, 1193, 1193,0.499974, 0.419363
340, 428, 767, 767,0.113483, 0.14137
340, 363, 702, 702,0.0952739, 0.101661
377, 379, 755, 755,0.122191, 0.122479
419, 610, 1028, 1028,0.244357, 0.3553
447, 538, 984, 984,0.240441, 0.285051
557, 579, 1135, 1135,0.38863, 0.403821
629, 569, 1197, 1197,0.485438, 0.443198
342, 438, 779, 779,0.116201, 0.149239
500, 569, 1068, 1068,0.310499, 0.353863
653, 343, 995, 995,0.356305, 0.18886
617, 372, 988, 988,0.326788, 0.198845
434, 367, 800, 800,0.155907, 0.130716
428, 460, 887, 887,0.188199, 0.202387
403, 563, 965, 965,0.208628, 0.288592
558, 441, 998, 998,0.341397, 0.245402
570, 623, 1192, 1192,0.438709, 0.477275
525, 601, 1125, 1125,0.364227, 0.414026
425, 342, 766, 766,0.140668, 0.112177
388, 454, 841, 841,0.154809, 0.180369
467, 586, 1052, 1052,0.280522, 0.351511
664, 446, 1109, 1109,0.447896, 0.302322
433, 515, 947, 947,0.214425, 0.255201
396, 472, 867, 867,0.167412, 0.199223
654, 439, 1092, 1092,0.427879, 0.289139
605, 494, 1098, 1098,0.399505, 0.326668
418, 365, 782, 782,0.143776, 0.125494
474, 346, 819, 819,0.177835, 0.1321
589, 342, 930, 930,0.278176, 0.162354
584, 577, 1160, 1160,0.42499, 0.421308
351, 350, 700, 700,0.098196, 0.0976334
469, 337, 805, 805,0.170459, 0.123597
559, 602, 1160, 1160,0.409287, 0.440571
410, 439, 848, 848,0.162787, 0.17535
490, 432, 921, 921,0.229408, 0.201485
455, 429, 883, 883,0.197791, 0.186138
446, 466, 911, 911,0.203098, 0.211609
386, 383, 768, 768,0.125821, 0.125247
515, 603, 1117, 1117,0.348601, 0.412398
587, 666, 1252, 1252,0.513014, 0.608488
359, 384, 742, 742,0.142049, 0.124727
505, 502, 1006, 1006,0.286539, 0.280899
476, 406, 881, 881,0.205161, 0.176189
347, 337, 683, 683,0.0931364, 0.0904442
474, 396, 869, 869,0.20093, 0.169276
603, 647, 1249, 1249,0.503447, 0.538424
586, 620, 1205, 1205,0.473504, 0.49199
465, 394, 858, 858,0.241554, 0.207668
400, 595, 994, 994,0.21703, 0.327292
439, 421, 859, 859,0.179924, 0.172866
605, 513, 1117, 1117,0.408946, 0.345437
607, 398, 1004, 1004,0.336916, 0.223245
421, 617, 1037, 1037,0.249294, 0.361925
410, 569, 978, 978,0.21841, 0.304869
407, 574, 980, 980,0.216666, 0.304621
352, 396, 747, 747,0.113263, 0.125818
347, 355, 701, 701,0.0966812, 0.0989331
509, 506, 1014, 1014,0.288175, 0.287022
415, 422, 836, 836,0.162546, 0.166455
509, 664, 1172, 1172,0.380698, 0.498385
613, 664, 1276, 1276,0.678798, 0.638115
410, 482, 891, 891,0.181999, 0.210939
402, 371, 772, 772,0.13671, 0.128614
521, 355, 875, 875,0.221974, 0.152097
486, 450, 935, 935,0.235085, 0.218556
450, 339, 788, 788,0.157939, 0.11939
628, 342, 969, 969,0.324777, 0.177116
387, 464, 850, 850,0.155774, 0.18907
562, 343, 904, 904,0.255015, 0.156417
374, 442, 815, 815,0.139499, 0.16467
417, 600, 1016, 1016,0.237052, 0.340434
518, 343, 860, 860,0.212649, 0.14168
506, 366, 871, 871,0.214859, 0.157383
537, 605, 1141, 1141,0.381066, 0.431159
370, 357, 726, 726,0.111754, 0.107897
567, 452, 1018, 1018,0.338312, 0.289022
577, 515, 1091, 1091,0.37866, 0.337122
352, 369, 720, 720,0.117521, 0.119362
488, 352, 839, 839,0.193254, 0.13921
513, 382, 894, 894,0.225442, 0.167577
386, 369, 754, 754,0.122853, 0.118112
661, 569, 1229, 1229,0.537568, 0.467866
601, 380, 980, 980,0.31848, 0.203481
599, 664, 1262, 1262,0.51612, 0.570048
358, 562, 919, 919,0.168616, 0.261839
446, 556, 1001, 1001,0.245156, 0.305827
565, 517, 1081, 1081,0.361488, 0.331676
474, 434, 907, 907,0.215288, 0.197607
663, 338, 1000, 1000,0.365506, 0.187111
621, 490, 1110, 1110,0.419088, 0.330624
387, 628, 1014, 1014,0.218609, 0.354695
385, 599, 983, 983,0.208985, 0.32465
574, 378, 951, 951,0.292014, 0.189115
360, 533, 892, 892,0.160652, 0.236426
360, 576, 935, 935,0.175896, 0.279347
448, 500, 947, 947,0.221073, 0.247598
366, 601, 966, 966,0.192771, 0.3115
641, 385, 1025, 1025,0.363827, 0.218639
419, 408, 826, 826,0.159935, 0.154366
380, 441, 820, 820,0.144076, 0.1669
599, 539, 1137, 1137,0.417413, 0.384382
439, 552, 990, 990,0.268748, 0.295731
595, 603, 1197, 1197,0.45745, 0.467421
457, 632, 1088, 1088,0.294371, 0.402071
589, 546, 1134, 1134,0.410063, 0.379112
491, 394, 884, 884,0.2138, 0.174166
661, 458, 1118, 1118,0.45234, 0.309121
477, 610, 1086, 1086,0.30577, 0.387521
357, 374, 730, 730,0.108648, 0.113148
447, 521, 967, 967,0.231502, 0.272336
388, 633, 1020, 1020,0.246213, 0.438448
465, 388, 852, 852,0.196444, 0.162842
554, 338, 891, 891,0.269598, 0.149359
390, 382, 771, 771,0.130768, 0.12902
378, 579, 956, 956,0.18931, 0.290252
425, 493, 917, 917,0.200962, 0.231551
432, 471, 902, 902,0.195708, 0.214064
658, 502, 1159, 1159,0.480641, 0.368118
544, 665, 1208, 1208,0.428154, 0.527845
513, 430, 942, 942,0.246759, 0.208802
388, 389, 776, 776,0.133253, 0.131618
559, 536, 1094, 1094,0.366768, 0.35064
466, 397, 862, 862,0.190967, 0.162452
336, 380, 715, 715,0.100123, 0.111582
397, 549, 945, 945,0.196351, 0.281678
338, 509, 846, 846,0.134695, 0.201446
610, 584, 1193, 1193,0.478465, 0.461653
628, 534, 1161, 1161,0.454315, 0.390243
448, 387, 834, 834,0.172767, 0.147937
633, 531, 1163, 1163,0.46313, 0.390298
447, 457, 903, 903,0.201215, 0.207006
663, 338, 1000, 1000,0.364832, 0.185959
484, 494, 977, 977,0.250665, 0.259017
445, 407, 851, 851,0.181755, 0.166156
579, 477, 1055, 1055,0.351249, 0.28859
446, 389, 834, 834,0.172476, 0.149516
355, 559, 913, 913,0.163567, 0.255159
601, 516, 1116, 1116,0.404772, 0.350198
592, 376, 967, 967,0.306621, 0.195967
628, 370, 997, 997,0.342839, 0.203828
636, 358, 993, 993,0.339438, 0.191736
444, 577, 1020, 1020,0.253054, 0.329194
394, 636, 1029, 1029,0.232579, 0.372489
494, 653, 1146, 1146,0.355213, 0.467855
582, 425, 1006, 1006,0.320011, 0.234542
442, 394, 835, 835,0.174365, 0.156056
584, 451, 1034, 1034,0.343084, 0.265556
343, 372, 714, 714,0.101279, 0.108007
552, 537, 1088, 1088,0.355203, 0.343192
636, 544, 1179, 1179,0.488482, 0.405954
583, 589, 1171, 1171,0.435887, 0.437979
455, 576, 1030, 1030,0.268345, 0.338374
388, 516, 903, 903,0.177842, 0.234191
484, 613, 1096, 1096,0.320279, 0.402874
446, 530, 975, 975,0.234459, 0.278166
624, 455, 1078, 1078,0.395897, 0.290969
350, 336, 685, 685,0.093261, 0.0892272
464, 505, 968, 968,0.241963, 0.264396
450, 603, 1052, 1052,0.272805, 0.366748
560, 565, 1124, 1124,0.386432, 0.389802
367, 570, 936, 936,0.178885, 0.275066
399, 388, 786, 786,0.13941, 0.134432
458, 371, 828, 828,0.173731, 0.143174
346, 499, 844, 844,0.13909, 0.198374
459, 386, 844, 844,0.182127, 0.153322
371, 384, 754, 754,0.119617, 0.124214
380, 528, 907, 907,0.174529, 0.240128
387, 454, 840, 840,0.154904, 0.180431
429, 562, 990, 990,0.232178, 0.302464
351, 391, 741, 741,0.110722, 0.122918
426, 415, 840, 840,0.16687, 0.16238
627, 371, 997, 997,0.340666, 0.206252
631, 545, 1175, 1175,0.472891, 0.409563
506, 551, 1056, 1056,0.306091, 0.334776
595, 482, 1076, 1076,0.378311, 0.306616
358, 616, 973, 973,0.187221, 0.319862
341, 527, 867, 867,0.145137, 0.222857
523, 574, 1096, 1096,0.345946, 0.376808
537, 574, 1110, 1110,0.362633, 0.387625
445, 380, 824, 824,0.171057, 0.145594
448, 606, 1053, 1053,0.268726, 0.363861
374, 441, 814, 814,0.140629, 0.163698
459, 429, 887, 887,0.202288, 0.188423
369, 346, 714, 714,0.107709, 0.101378
470, 361, 830, 830,0.179676, 0.13854
432, 371, 802, 802,0.15585, 0.134307
465, 345, 809, 809,0.172225, 0.12715
603, 338, 940, 940,0.291121, 0.164087
629, 524, 1152, 1152,0.447433, 0.373873
427, 429, 855, 855,0.17343, 0.176584
340, 374, 713, 713,0.100125, 0.109404
445, 460, 904, 904,0.201715, 0.208456
541, 395, 935, 935,0.26132, 0.193211
380, 397, 776, 776,0.130097, 0.133693
539, 419, 957, 957,0.266683, 0.209615
339, 397, 735, 735,0.102157, 0.121128
556, 405, 960, 960,0.280277, 0.20478
458, 469, 926, 926,0.213895, 0.2189
433, 444, 876, 876,0.183645, 0.188178
389, 610, 998, 998,0.213756, 0.334
537, 342, 878, 878,0.230539, 0.147152
348, 397, 744, 744,0.111676, 0.127054
483, 452, 934, 934,0.233969, 0.219492
343, 649, 991, 991,0.185128, 0.346612
565, 583, 1147, 1147,0.403455, 0.419318
390, 642, 1031, 1031,0.229884, 0.376535
647, 465, 1111, 1111,0.439294, 0.314749
586, 343, 928, 928,0.275172, 0.162339
654, 413, 1066, 1066,0.409053, 0.257014
397, 577, 973, 973,0.206506, 0.301006
586, 425, 1010, 1010,0.323086, 0.237995
343, 421, 763, 763,0.114179, 0.139754
354, 369, 722, 722,0.105164, 0.109876
451, 496, 946, 946,0.224366, 0.246316
664, 633, 1296, 1296,0.600756, 0.574318
502, 337, 838, 838,0.197994, 0.132884
482, 663, 1144, 1144,0.343386, 0.470115
364, 446, 809, 809,0.135907, 0.164653
343, 500, 842, 842,0.137209, 0.197319
419, 447, 865, 865,0.172089, 0.183739
606, 636, 1241, 1241,0.502628, 0.52762
336, 364, 699, 699,0.0945474, 0.101257
583, 432, 1014, 1014,0.331555, 0.245314
465, 469, 933, 933,0.223588, 0.224917
387, 464, 850, 850,0.155943, 0.187708
432, 457, 888, 888,0.1893, 0.198794
586, 421, 1006, 1006,0.320998, 0.23146
453, 371, 823, 823,0.172612, 0.143366
336, 405, 740, 740,0.106557, 0.126735
365, 370, 734, 734,0.110591, 0.110724
472, 370, 841, 841,0.189667, 0.147384
491, 560, 1050, 1050,0.295281, 0.336035
462, 531, 992, 992,0.247743, 0.286316
418, 465, 882, 882,0.180976, 0.201692
337, 388, 724, 724,0.101686, 0.117336
382, 520, 901, 901,0.172265, 0.233916
537, 360, 896, 896,0.236037, 0.160802
459, 419, 877, 877,0.19491, 0.177334
362, 461, 822, 822,0.137854, 0.175904
582, 441, 1022, 1022,0.326593, 0.249936
396, 595, 990, 990,0.212072, 0.316945
514, 495, 1008, 1008,0.286212, 0.27589
416, 663, 1078, 1078,0.266327, 0.420872
360, 414, 773, 773,0.123484, 0.141063
361, 488, 848, 848,0.14429, 0.193267
344, 450, 793, 793,0.122297, 0.159087
429, 645, 1073, 1073,0.27059, 0.404263
607, 482, 1088, 1088,0.387688, 0.310878
438, 644, 1081, 1081,0.280229, 0.410395
399, 370, 768, 768,0.131853, 0.121572
456, 436, 891, 891,0.200565, 0.191283
666, 642, 1307, 1307,0.609511, 0.588628
523, 545, 1067, 1067,0.324442, 0.338545
531, 633, 1163, 1163,0.390618, 0.463071
374, 374, 747, 747,0.118469, 0.11833
500, 373, 872, 872,0.211368, 0.158355
583, 567, 1149, 1149,0.415328, 0.403683
658, 452, 1109, 1109,0.441198, 0.306188
530, 457, 986, 986,0.285304, 0.24841
652, 649, 1300, 1300,0.59366, 0.588671
649, 580, 1228, 1228,0.523467, 0.472089
369, 452, 820, 820,0.141303, 0.171271
653, 405, 1057, 1057,0.39449, 0.244598
616, 556, 1171, 1171,0.456828, 0.417521
519, 537, 1055, 1055,0.312156, 0.32447
472, 464, 935, 935,0.229692, 0.22514
615, 589, 1203, 1203,0.476877, 0.457956
589, 490, 1078, 1078,0.374439, 0.312191
338, 384, 721, 721,0.0996942, 0.112889
662, 363, 1024, 1024,0.37697, 0.209943
494, 537, 1030, 1030,0.292341, 0.315082
556, 574, 1129, 1129,0.391255, 0.396269
598, 411, 1008, 1008,0.330796, 0.229774
364, 382, 745, 745,0.115808, 0.119823
490, 471, 960, 960,0.245039, 0.235487
518, 563, 1080, 1080,0.330992, 0.354704
590, 535, 1124, 1124,0.407789, 0.37107
469, 547, 1015, 1015,0.269007, 0.311304
404, 665, 1068, 1068,0.252315, 0.416588
626, 338, 963, 963,0.320617, 0.172706
576, 370, 945, 945,0.279276, 0.181307
340, 610, 949, 949,0.170742, 0.3012
421, 569, 989, 989,0.230549, 0.308732
528, 471, 998, 998,0.292767, 0.259855
459, 434, 892, 892,0.201402, 0.190656
416, 401, 816, 816,0.154283, 0.149539
380, 377, 756, 756,0.124219, 0.122502
428, 358, 785, 785,0.146819, 0.122837
376, 469, 844, 844,0.148849, 0.187139
541, 343, 883, 883,0.235474, 0.149917
549, 371, 919, 919,0.256655, 0.177118
344, 561, 904, 904,0.158041, 0.253756
543, 476, 1018, 1018,0.309003, 0.270062
570, 617, 1186, 1186,0.433966, 0.468064
577, 369, 945, 945,0.282436, 0.181974
653, 623, 1275, 1275,0.570886, 0.542205
494, 398, 891, 891,0.217242, 0.174341
497, 377, 873, 873,0.213824, 0.162616
369, 556, 924, 924,0.176385, 0.26161
422, 361, 782, 782,0.144684, 0.123974
513, 536, 1048, 1048,0.31028, 0.322681
419, 348, 766, 766,0.137915, 0.115105
387, 653, 1039, 1039,0.227583, 0.384612
506, 371, 876, 876,0.215415, 0.157617
375, 642, 1016, 1016,0.214412, 0.365462
484, 601, 1084, 1084,0.309816, 0.381789
416, 537, 952, 952,0.208038, 0.267087
527, 376, 902, 902,0.241764, 0.172231
650, 627, 1276, 1276,0.565298, 0.542218
449, 384, 832, 832,0.171438, 0.146748
434, 471, 904, 904,0.199094, 0.214387
385, 451, 835, 835,0.150954, 0.175527
378, 457, 834, 834,0.148481, 0.180093
413, 394, 806, 806,0.153941, 0.14669
452, 425, 876, 876,0.192947, 0.182923
533, 428, 960, 960,0.267392, 0.216174
458, 536, 993, 993,0.244215, 0.285916
598, 544, 1141, 1141,0.421982, 0.383351
352, 587, 938, 938,0.170865, 0.283131
502, 352, 853, 853,0.204132, 0.143451
465, 457, 921, 921,0.218084, 0.213584
348, 491, 838, 838,0.139297, 0.192747
461, 401, 861, 861,0.187852, 0.165485
651, 337, 987, 987,0.346542, 0.182671
481, 334, 814, 814,0.177059, 0.125806
402, 386, 787, 787,0.1409, 0.134529
457, 504, 960, 960,0.23072, 0.25155
563, 607, 1169, 1169,0.414667, 0.443395
448, 369, 816, 816,0.166308, 0.135875
659, 343, 1001, 1001,0.366468, 0.191243
429, 348, 776, 776,0.145675, 0.119518
370, 628, 997, 997,0.202825, 0.344773
385, 583, 967, 967,0.199276, 0.301515
607, 454, 1060, 1060,0.375518, 0.282123
340, 351, 690, 690,0.094101, 0.0972027
346, 434, 779, 779,0.119239, 0.148167
350, 447, 796, 796,0.124462, 0.158893
425, 469, 893, 893,0.18578, 0.20491
461, 472, 932, 932,0.22067, 0.227186
409, 542, 950, 950,0.204377, 0.270718
642, 516, 1157, 1157,0.471099, 0.375948
402, 484, 885, 885,0.177077, 0.212927
653, 509, 1161, 1161,0.477801, 0.374762
451, 640, 1090, 1090,0.290835, 0.411817
370, 550, 919, 919,0.175127, 0.258817
359, 642, 1000, 1000,0.20087, 0.354253
636, 477, 1112, 1112,0.4284, 0.324895
423, 376, 798, 798,0.15103, 0.133587
388, 342, 729, 729,0.118121, 0.103391
583, 624, 1206, 1206,0.4631, 0.492006
374, 419, 792, 792,0.133988, 0.148955
370, 472, 841, 841,0.146642, 0.187862
652, 432, 1083, 1083,0.415042, 0.276035
547, 384, 930, 930,0.260682, 0.183329
444, 532, 975, 975,0.232616, 0.276552
519, 604, 1122, 1122,0.354312, 0.414172
355, 486, 840, 840,0.141859, 0.191461
411, 361, 771, 771,0.137332, 0.121576
516, 480, 995, 995,0.281563, 0.263474
392, 433, 824, 824,0.151551, 0.165521
404, 422, 825, 825,0.156338, 0.163705
371, 612, 982, 982,0.19947, 0.32354
369, 471, 839, 839,0.14849, 0.186747
369, 343, 711, 711,0.10636, 0.099226
384, 595, 978, 978,0.204643, 0.312597
501, 374, 874, 874,0.214161, 0.159178
417, 631, 1047, 1047,0.2511, 0.37936
658, 482, 1139, 1139,0.467939, 0.33971
367, 490, 856, 856,0.151337, 0.199884
417, 373, 789, 789,0.147723, 0.132029
571, 516, 1086, 1086,0.36532, 0.330263
394, 363, 756, 756,0.127251, 0.119213
534, 446, 979, 979,0.283392, 0.237174
619, 665, 1283, 1283,0.548731, 0.593235
658, 466, 1123, 1123,0.455244, 0.325838
488, 533, 1020, 1020,0.278349, 0.30504
584, 627, 1210, 1210,0.461585, 0.496169
520, 552, 1071, 1071,0.323918, 0.34251
417, 351, 767, 767,0.136623, 0.116598
374, 618, 991, 991,0.202668, 0.332915
421, 405, 825, 825,0.160064, 0.154269
401, 567, 967, 967,0.208745, 0.294515
610, 662, 1271, 1271,0.530174, 0.574801
384, 529, 912, 912,0.177204, 0.242348
419, 658, 1076, 1076,0.268353, 0.418421
507, 577, 1083, 1083,0.32596, 0.369371
466, 381, 846, 846,0.187683, 0.15373
340, 617, 956, 956,0.173291, 0.310733
404, 589, 992, 992,0.219168, 0.314983
503, 407, 909, 909,0.228743, 0.18476
377, 493, 869, 869,0.159687, 0.208307
407, 445, 851, 851,0.166388, 0.180699
426, 351, 776, 776,0.143582, 0.12127
341, 344, 684, 684,0.092377, 0.0917521
419, 377, 795, 795,0.14879, 0.133569
374, 383, 756, 756,0.122274, 0.126416
537, 447, 983, 983,0.285968, 0.237842
583, 419, 1001, 1001,0.323101, 0.231952
339, 553, 891, 891,0.148287, 0.243689
338, 537, 874, 874,0.14405, 0.225847
623, 461, 1083, 1083,0.396736, 0.292782
543, 578, 1120, 1120,0.370059, 0.390632
429, 514, 942, 942,0.208573, 0.24857
395, 639, 1033, 1033,0.23525, 0.376604
393, 473, 865, 865,0.162765, 0.194984
334, 484, 817, 817,0.125253, 0.177725
457, 417, 873, 873,0.192103, 0.176064
589, 617, 1205, 1205,0.462239, 0.482793
497, 651, 1147, 1147,0.356573, 0.459688
562, 337, 898, 898,0.252265, 0.150446
446, 417, 862, 862,0.183026, 0.169581
507, 623, 1129, 1129,0.352602, 0.432779
386, 427, 812, 812,0.143679, 0.158212
346, 569, 914, 914,0.161731, 0.261854
339, 607, 945, 945,0.165167, 0.295294
457, 507, 963, 963,0.235958, 0.260626
610, 506, 1115, 1115,0.41262, 0.341987
658, 388, 1045, 1045,0.39629, 0.235746
